Title,Description,Values
pazarlama yetki devri,pazarlama md cognos yetkilerinin muhammet kılıç tan alınıp tuba nacak a devredilmesini talep ederiz,2
yetki devri,mali i̇şler müdürlüğü cognos giriş yetkilerinin ömer küçükkaya dan alınıp muhammet sadık mert e devredilmesini talep ederiz,2
gider yatırım aktivite kalemlerinin konsolide olarak alınması,gider aktivite yatırım aktivite sayfalarında birimlerin girmiş oldukları açıklamaları konsolide olarak görüntüleyemiyoruz açıklamaları görüntüleyebilmek bir müdürlüğün sayfasına tek tek giriş yapıp veriyi çekmek gerekiyor albaraka türk i̇ş ailesi bazında girdiğimizde tamamını görebilmeyi istiyoruz,1
ana kalem düzenleme eklemesi,genel karşılık giderleri altında yer alan x a genel kredi karşılığı i̇ptali kaleminin ana kalem olarak değiştirilerek alt kırılımlarına üstünde yer alan x a özkaynak x a khs kaynaklı kalemlerinin taşınması özel karşılık giderleri altında yer alan x b özel karşılık gider i̇ptali kaleminin altına x b özkaynak x b khs kaynaklı alt kalemlerinin eklenmesini talep etmekteyiz,2
yeni kullanıcı tanımlanması,departmanımıza yeni katılan umit beyazsekeroğlu nun tm kullanıcı isiminin yetkilerinin oluşturulması gerekmektedir yetkileri benimle aynı olacak şekilde hazırlanabilir konu hakkında yardımlarınızı rica ediyoruz,2
mali tablo şb sayfası veri hatası,veri kontrollerinde mali tablo şb sayfasının mizan uyumsuz olduğu tespit edilmiş olup mali tablo kontrol küpünde büyük montanlı farklılık olduğu görülmüştür hatanın incelenmesi giderilmesi hususunda yardımlarınızı talep ederiz,0
eticaret yurtdışı satışları,satış bütçesi modülünde yer alan aylık satış raporundaki rakam diğer gelirler ürünle ilgili adıyla başlayan modülünde gelirsiz ciro net satış tutmamaktadır konu ilgili alınan hataya ait ekran görüntüsü ektedir,0
simulasyon versiyonu_usd tutarları,sedat bey mağazacılık giderleri modülünde simülasyonda usd rakamları gelmiyor kontrol edebilir misiniz lütfen diğer modüllerde aynı sıkıntı olabilir,0
yeni hesap tanımlanması,sisteme iki yeni hesap tanımlamanızı rica ederiz tanımlanacak olan hesapları ilgili giriş ekranları ilgili hesabın sonuç sayfasında raporlar modülünde kar zarar tablolarına yetkilendirme ekranlarında tanımlama yapmanızı rica ederim reklam tanıtım giderleri ana hesabının altında yer alan dijital pazarlama reklam gideri nin altına pazaryeri reklam giderleri bilgi i̇şlem giderleri ana hesabının altına ip kamera kiralaması giderleri,2
mağazacılık giderleri veri girişinde yaşanan zorluklar,mağazacılık giderlerinde veri girişi yapılırken modüllerde ekranlar kilitleniyor kaydedemiyoruz video mail yolu gönderilmiştir,0
ets soru,personel giderleri ücret dışı modülünde genel müdürlük kıyafet hesaplama sayfasında ets nin kıyafet gideri masraf merkezinde oluşmalıdır kontrol edebilir misiniz,2
profit margin oranı eklenmesi,ekte bilanço gelir tablosu hesapları oluşturulması istenen profit margin rasyosu formülasyonu j j j bileşenleri verilmiştir i̇lgili oranların tm bütçe planlama küpü budget sekmesi içerisinde altta gelir tablosundan sonra gelen rasyoların içine eklenmesi gerekmektedir ayrıca alt kısımda yer alan i̇htiyari ankes satırından sonra gelmesi uygundur,1
kurumsal performans yetkiler,kurumsal performans müdürlüğü raporlama çalışmalarında kullanabilmeleri amacıyla bütçe planlama budget küpüne mali tablolar şb sayfalarına erişim ihtiyacı duymaktadır kapsamda kurumsal performans müdürlüğü çalışanlarından ömer karabacak cüneyd taş kullanıcılarına ilgili alan yetkilerinin tanımlanabilmesi yardımlarınızı talep ederiz,2
mali tablo şb,mali tablo şb verileri gelmiyor verilerin rapora getirilmesini mali tablo kontrol küpünde farkların sıfır olmasının sağlanmasını talep ederiz not kontrolde yurtdışı şube alacak borç ilişkisi şube bazlı çalışan alınan verilen gelir komisyon kadar fark olabilir,2
kalem ayrılması,cognos tm bütçe modülü içerisinde gelir tablosu kalemlerinden olan v temettü gelirleri kaleminin i̇ştiraklerden temettü gelirleri hisse senetlerinden temettü gelirleri olarak iki ayrı alt kırılımda gösterilip temettü gelirleri nin toplayıcı hesap olmasını talep etmekteyiz,2
cognos mizan uyumsuzluğu,ocak ayına ait cognos mizan bilgilerinin uyuşmadığı görülmektedir sistemin admin tarafından çalıştırılıp albatros mizan rakamları uyumlu hale getirilmesi yardımlarınızı talep eder ii̇yi çalışmalar dileriz,0
organizasyon yapısı değişiklikleri,banka organizasyon yapısında yaşanan değişiklikler sebebiyle cognos i̇ş ailesi yapısında değişikliklere ihtiyaç duyulmuştur ekte bulunan değişikliklerin uygulanabilmesi yardımlarınızı talep ederiz,2
edge üzerinden cognos erişiminde kısıt güvenli değil uyarısı,şirketimizde chrome explorer tarayıcılarının kullanımının yerini edge tarayıcısının almasıyla birlikte cognos a edge üzerinden erişim sağlıyoruz ancak edge üzerinden girdiğimizde sitede güvenli değil uyarısı alıyoruz dataları rapora aktarmadan kopyalamayı başka dosyaya yapıştırmayı denediğimizde kopyalayamıyoruz hataların kontrolü düzeltilmesi konusunda desteğinizi rica ederiz,3
cognos güncelleme saati değişikliği,günlük olarak sabah arası otomatik güncellenen cognos uygulamasının veri raporlama kontrol işlemlerine denk gelmesi sebebi güncelleme saatinin sabah arasına alınmasını talep eder,2
ticari mal stokları,ticari mal stoklarına ait değişiklikleri anlık görebilmek adına sistemi çalıştırmanızı rica ederiz,3
bütçe yılı açılışı,bütçe yılı açılışı,2
türkiye satış bütçesi,türkiye tarafında satış bütçesi giriş alanında kdv dahil perakende ciro kdv dahil perakende ciro net arasında fark mevcut olması gereken tutarın kdv dahil perakende ciro tutarıdır nedenle iki alanın aynı olması yardımlarınızı rica ediyoruz ekran görüntüsi paylaşılmıştır,0
all_marka security,performance modeler yetkilendirme yapıyorum fakat elementsecurity_all_marka yeni kullanıcıya yetki verirken boyutun tamamı gelmiyor atasay markalar a yetki veremediğim all_marka boyutunu raporlarda göremiyorlar ben düzeltemedim rica etsem bakabilir misiniz,0
kur etsininden arındırılmış büyüme küçüklme oranları eklenmesi,ibm cognos tm bütçe modülü içerisinde yer alan budget sekmesi içerisinde parametreler sekmesi altına aşağıdaki isimler kur etkisinden arındırılmış artış azalış oranlarının para cinsi bazında ayrı ayrı olma kaydıyla eklenmesini talep etmekteyiz eklenmesi istenen bütçe kalemleri bilanço aktifinde aktif büyüklük tp yp kredi alacaklar tp yp murabaha finansal kiralama tp yp bilanço pasifinde katılım fonları tp yp özel cari hesaplar tp yp katılma hesapları tp yp alemler ilgili detay formülasyonlar adım uygulama planına alındıktan so,1
kapalı mağazalara gelen amortisman gideri,sedat bey kira kitapçığında mağaza bilgiler kısmına mağazalara ait kapanış tarihleri girildi ancak amortisman giderlerinin kapalı mağazalara geldiğini görüyoruz moscow vegas kuntsevo s ru cn özelinde kontrol sağlayabilirsiniz mağaza tarihinde kapandı ancak amortisman giderleri aylık olarak gelmeye devam ediyor i̇lgili mağaza özelinde ekran görüntüleri paylaşılmıştır konu hakkında yardımlarınızı rica ediyoruz,0
mizan,mizanda no lu hesaplarımız eşit gelmiyor eksik hesabı tespit edemedik kontrol eder misiniz tl aktif pasif farkı bulunuyor cari dönem seçiyoruz,0
faaliyet giderlerinin bütçe plan a atarılması,i̇ş birimleri tarafından girişleri yapılan faaliyet giderleri bütçelenen rakamların bütçe planlama küpü içerisine bağlanmasını talep etmekteyiz,2
personel ücret ekranı,personel ücret ekranlarında i̇k müdürümüzün telefonda ali bey e ilettiği sorunun çözülmesini rica ederiz,1
kullanıcı listesi,döneminde ekli kullanıcıların tanımlanması desteğinizi rica ederim ik adminler nedir kadar sayıda bilemedim tanımlamalar sonunda kullanıcı sayımız olması gerektiği kadar mıdır teyidinizi rica ederim,2
satış bütçesi statü bazında,statü bazında satışlara baktığımızda açılışların mevcut yeni yatırım altında bulunduğunu görüyoruz mevcut yatırımların altında açılışların gösterilmeyip sadece yeni yatırımların altında gösterilmelidir doğrultuda düzeltmelerin yapılması yardımlarınızı rica ediyoruz,0
diğer gelirler,diğer gelirler kaleminde ilk bütçemizde milyon tl bir tutar vardı ay an raporlara yaklaşık milyon bir tutar yansıyor desteğinizi rica ederiz,0
bi̇ gelmeyen datalar,bi̇ tarafında ttd_geli̇r_tablosu rep_geli̇r_tablosu ttd_gi̇derler rep_gi̇derler küplerinde asgold pirlanta şirketine ait fiili datalar gelmiyor yılı verilerinden kontrol edebilirsiniz ozan view a baktığımızda rakamları görüyoruz kontrol rc tşk,0
mm,ggsob masraf merkezinin tanımlanmasını rica ederiz,2
tedarik zinciri kullanıcısı,tedarik zinciri direktörlüğü kullanıcısı furkan nebioğlu önce ücretleri giremediğini söyledi ekranlarını kontrol ettiğimizde merkez ücreti giriş ekranı sayfası tamamen kapalıdır i̇vedilikle sayfanın açılmasını rica ederiz alınan hataya ait ekran görüntüsü ektedir,0
loft dağitim oranlari,loft dağitim oranlarinin deği̇şi̇kli̇ği̇ i̇çi̇n bi̇lgi̇leri̇ni̇zi̇ ri̇ca ederi̇m iyi̇ çalişmalar,2
bütçe export log kayıtları,bütçe_atasay ın akşam export ettiği toptan bütçenin rakamlara bakmak istedik logfiles altında tm bp_transfer klasörü altında perakende_satis_butcesi_ozet cma dosyasından baktığımız ekran görüntüsü ektedir bütçe_atasay ın akşamları export ettiği toptan bütçelerinin olduğu rakamları nereden görebiliriz,2
atırım bankacılığı gider yatırım bütçesinin görünmemesi,yatırım bankacılığı müdürlüğü serhan yıldırım kullanıcısı gider yatırım bütçesi küpünü görememektedir yardımlarınızı talep ederiz,0
satış bütçesi yeni skala yapısı,satış bütçesi içerisine yeni skalalar eklemek istiyoruz eklemek istediğimiz skalalar skalaların son yapısı ektedir,2
günlük sistem kontrolleri,ticket cognos sisteminin standart kontrolleri yapılan çalışmaların günlük eforlarının kayıt altında tutulabilmesi adına açılmıştır,2
kur bilgileri,budget parametreler içerisinde usd eur kur bilgilerinin gerçekleşenlerinin getirilmesini talep etmekteyiz,2
dk eşleme sekme hatası,cognos veri ambarı küpü içerisindeki dk eşleme sekmesi hata vererek kapanmaktadır bilgilerinize sunarım,0
caption değişikliği,cognos fiili raporunda yer alan temizlik giderleri kidem ihbar kalem isminin temizlik taşeron personeli kıdem i̇hbar tazminatı olarak güncellenmesi hususunu bilgilerinize sunarız,2
romanya norm kadro farkları,romanya ik modülü norm kadro sayfasında nihai değer revizyon değerler arasında fark bulunmaktadır kontrolünüzü rica ederiz,0
adetler,yerel kısmındaki adet kısımlarını usd tarafındaki adet kısımları birbirinden farklı gözükmektedir bütçe kurunu baz alarak usd adetlerini bölerek getirdiğini fark ettik iki kısımda adetlerinin aynı olması gerekmektedir yereldeki adetler doğru tutarlardır konu hakkında yardımlarınızı rica ediyoruz,0
bağımsız denetim bakiye hatası,hesap eşli olmasına rağmen bağımsız denetim ekranına yp bakiye gelmemektedir aynı dk bütçe planlama budget sayfasında görünmektedir mizan ürün alanında bakiyesi görünmektedir,0
bt altyapı i̇ş sürekliliği yönetimi servisi temsilci güncellemeleri,bt altyapı operasyon md i̇ş sürekliliği yönetimi servislerine bahar merdamert in eklenebilmesi yardımlarınızı talep ederiz,2
kullanıcı iptali,özgür yalçın hilmi tunahan bilgin kullanıcılarının iptalini rica ederim,2
yeni kullanıcı tanımlanması,departmanımıza yeni katılan umit beyazsekeroğlu nun tm kullanıcı isiminin yetkilerinin oluşturulması gerekmektedir yetkileri benimle aynı olacak şekilde hazırlanabilir konu hakkında yardımlarınızı rica ediyoruz,2
yetki devri,mali i̇şler müdürlüğü cognos giriş yetkilerinin ömer küçükkaya dan alınıp muhammet sadık mert e devredilmesini talep ederiz,2
ik veri girişi,tm ik kitapcığında işlemler ağır ilerlemektedir sorunun düzeltilmesi yardımlarınızı rica ediyoruz,0
yeni yatırımlar raporu,pelin bilançodaki duran varlıklar sabit kıymetler maliyet rakamının detayı nereden akıyor an orada değerleri görebiliriz konuda yardımcı olabilir misiniz,3
b li mağaza isimleri,bütçesinde b li kodla yer alan mağaza isimlerini düzeltebiliriz incelemenizi rica ediyoruz,2
mısır para birimin eklenmesi,tanımlamalar kısımındaki mısırın para birimi gelmemektedir egp olarak yeni bir para birimi tanımlayabilir misiniz,0
i k ek ödeme giriş problemi,ek ödemeler girişinde ek ödemeler dağılımda mesai girişlerim kayıtlı önce merkez ücret giderleri ekranıma sorunsuz olarak geliyordu artık gelmiyor,0
cognos budget ekran hatası,ibm cognos tm budget sekmesinde görünümü ilk durumuna getir dediğimizde kümülatif orj gelmektedir kuralın kümülatif try olarak değiştirilmesini talep ederiz,0
tm hiyerarşi tanımlaması,planlama direktörlüğünün hiyerarşi tanımlamasını aşağıdaki yapılmasını rica ediyoruz global ticari bütçe raporlama grup müdürlüğü global ticari bütçe raporlama grup müdürlüğü ticari bütçe raporlama müdürlüğü ticari planlama i̇ş analitiği müdürlüğü,2
yeni bütçe kalemi eklenmesi,bütçe planlama budget sekmesi içerisinde yer alan özkaynaklar içerisinde sermaye yedekleri kalemi altına aynı hiyerarşide olmak kaydıyla c sermaye benzeri kredi tier bütçe kalemi eklenmesini talep etmekteyiz,1
smm hatası,geçmiş bütçede ticaretin hesapladığı smm raporlara farklı yansıyordu ancak hatayı an düzeltmeli miyiz emin olamadım bildiğiniz smm net satışları manuel olarak içeri atma talebimiz var diğer yandan manuel atma geliştirmesi yapıldığında raporlara sonuçların hatasız akmasını sağlamamız gerekir,0
bütçe planlama ekranı,i̇lk duruma getir dediğimizde yıllar boyutu seçili gelmelidir mümkünse cari dönem seçili gelmelidir,2
ukrayna dağıtılan giderler,ukrayna nisan ayı fiili kontrollerini yaparken merkez perakende giderlerinin dağıtımında farklılklar olduğunu gördük yönetim raporlarıdan performans tablosu kanal kısmına gelen dağıtım giderleri giderler performans tablosuna gelen tutarlarda farklılık gösteriyor giderler performans tablosuna gelen tutarlar doğru tutarlardır bir örnekle açıklama gerekirse performans tablosu kanal kısmında perakende yönetim giderleri giderler performans tablosuna gelen seyahat araç yakıt dağıtımın doğru yapılması inside üzerinden dağıtılacak giderle,0
